Principal Component 1,Principal Component 2,Principal Component 3
-0.4849798133784832,0.2253492236184632,0.0028159292603781878
-0.5051448872209002,0.255748536188408,0.0037505692229183405
-0.47956884774644004,0.21631929355826363,0.002461468041829151
-0.47410373769357594,0.2077411019954175,0.0021678486853033887
-0.4924110119044911,0.23558217637598244,0.0030451767703504728
-0.4670521888215784,0.1977803191323737,0.0019205454081758413
-0.4853427424973194,0.22683579284834543,0.0029443357210450927
-0.5048557702502665,0.254774777546419,0.003673277459300439
0.5337189424213975,0.08436377337790785,0.458001654280339
0.5750583217784564,0.12336254696948501,0.10888349139349986
0.5995532037107348,0.14943310738758858,-0.23621622431371653
0.6079762434925137,0.15182818252925256,-0.14661308362446981
0.5361661407416143,0.08643730068491012,0.4504577618290936
0.5758768538860984,0.13022160869843818,-0.14843663020514392
0.5879308649684775,0.13743957928144812,-0.03739989204438549
0.6444410570488317,0.18279815420977363,-0.3216482035919678
-0.10822364305108946,-0.3339608359678069,-0.013811555491452564
-0.09822364305108947,-0.3239608359678069,-0.013811555491452564
-0.09322364305108946,-0.3189608359678069,-0.013811555491452564
-0.08822364305108946,-0.3139608359678069,-0.013811555491452564
-0.08322364305108945,-0.3089608359678069,-0.013811555491452564
-0.07822364305108946,-0.3039608359678069,-0.013811555491452564
-0.07322364305108946,-0.29896083596780687,-0.013811555491452564
-0.06822364305108947,-0.2939608359678069,-0.013811555491452564
0.09852651587364665,-0.19432878666002099,-0.039315580360928325
