Principal Component 1,Principal Component 2
-0.49097699455642163,0.22083055555320968
-0.5111939759075299,0.2511670660231739
-0.4855543989348281,0.2117940552681719
-0.48007611485680135,0.20322377563455202
-0.4984298758776121,0.23101433999425497
-0.4730046509587309,0.19330292347573835
-0.49133838378318384,0.22234120580218336
-0.5109055313448229,0.2501797722900117
0.5298022409969544,0.07470015759077059
0.5693157815248778,0.11976191220229271
0.5925295353607409,0.15175136248953408
0.6020807424999614,0.15180488685979193
0.5322008586781038,0.0768194513827728
0.5692936287614295,0.1312670720684757
0.580780896211781,0.13708368248811237
0.6375597389993456,0.18551129597314525
-0.11322603500348907,-0.3370955787223258
-0.10322603500348908,-0.3270955787223258
-0.09822603500348907,-0.3220955787223258
-0.09322603500348907,-0.3170955787223258
-0.08822603500348908,-0.3120955787223258
-0.08322603500348907,-0.3070955787223258
-0.07822603500348907,-0.30209557872232584
-0.07322603500348907,-0.29709557872232584
0.23372478321464882,-0.11578888531758424
