Principal Component 1,Principal Component 2,Principal Component 3
-0.4862660174045128,0.2247307427671253,5.011327998376107E-4
-0.5064627826199086,0.254962982655167,6.651218414648126E-4
-0.4808468038288701,0.21575420904727366,4.393394201640641E-4
-0.47537320434688746,0.20722462817488002,3.8797715446426285E-4
-0.49370917913072926,0.23491164300376238,5.417995168406943E-4
-0.468310376943986,0.19731569802215038,3.44279750664304E-4
-0.486629241438014,0.22620508562089875,5.232328083510738E-4
-0.5061733689990515,0.2539968982796675,6.518065581965103E-4
0.5313633848913605,0.09473946189221316,0.4627530835566726
0.5743063817660385,0.12279463289798498,0.10563936489253052
0.5980198263654288,0.15245289330716488,-0.22654907033413424
0.6053485496116161,0.16168500866262697,-0.12943905846769777
0.5341324987235089,0.09481322553704608,0.4524492678514459
0.5731255758643752,0.1410140564550384,-0.12927971032864508
0.5898118133785193,0.12021176153287055,-0.06240204284181879
0.643960487754262,0.17892919123017786,-0.32058715059925463
-0.10891495896359292,-0.3315396065883483,-0.0024187244482634642
-0.09891495896359292,-0.3215396065883483,-0.0024187244482634642
-0.09391495896359292,-0.3165396065883483,-0.0024187244482634642
-0.08891495896359292,-0.3115396065883483,-0.0024187244482634642
-0.08391495896359291,-0.3065396065883483,-0.0024187244482634642
-0.07891495896359292,-0.3015396065883483,-0.0024187244482634642
-0.07391495896359292,-0.2965396065883483,-0.0024187244482634642
-0.06891495896359293,-0.2915396065883483,-0.0024187244482634642
0.12502212806559398,-0.2294252663792601,-0.1372895779929735
