Principal Component 1,Principal Component 2
-0.4843930948269842,0.22644912387295718
-0.5045448428579186,0.2567416616821207
-0.4789855747191081,0.21746233358523764
-0.47352402556088935,0.2089187143940418
-0.4918192378388559,0.2366588265371556
-0.4664772365259366,0.19898415419169863
-0.4847559242958338,0.22791817609545112
-0.5042558366780493,0.2557783634829138
0.5338976960347583,0.09068015362947707
0.5761241616547496,0.12064371130231066
0.5997776937765358,0.15276458614056565
0.6076136793976716,0.16057283726334842
0.5363894440511683,0.09233426743756779
0.5754308294008911,0.13976282108797816
0.590218191096516,0.12318476712698889
0.6452445756766082,0.18069815132480244
-0.10788731289678789,-0.33100022275170876
-0.0978873128967879,-0.32100022275170875
-0.0928873128967879,-0.31600022275170875
-0.08788731289678789,-0.31100022275170874
-0.08288731289678788,-0.30600022275170874
-0.0778873128967879,-0.30100022275170873
-0.07288731289678789,-0.2960002227517088
-0.0678873128967879,-0.2910002227517088
0.08715800538898026,-0.2415508671409448
