Principal Component 1,Principal Component 2,Principal Component 3
-0.48793106925910085,0.2220248696997595,0.0037799717249892076
-0.5080283108183792,0.25237828594023387,0.005057982099681245
-0.4822040365615513,0.21227680461072168,0.0033550281168274777
-0.47662731691929117,0.20342698770268358,0.0029767705400936886
-0.4949658606346758,0.2314292970944783,0.004159819076826426
-0.4698559379638439,0.19404265295485618,0.0025927797138544616
-0.48865258069874207,0.22429686175130342,0.003891248493406406
-0.5075341500684264,0.25095499445813824,0.004989113908189569
0.5313711422158188,0.07534899946045831,0.4565149925130498
0.5720908909999404,0.11787094225941719,0.10739494514517053
0.5962719860221793,0.14759221511607834,-0.2371782274626747
0.6052890493979752,0.1485416016676394,-0.14720220703198672
0.5337983372862631,0.0774158732904019,0.4489023589879873
0.572723607805999,0.12775370160685878,-0.14930419939108724
0.5843534954340012,0.13375215314874567,-0.0392708908458866
0.6414178482261388,0.1809335481893582,-0.3224714800564683
-0.11159014355463777,-0.33763405357026016,-0.018878388980258433
-0.10159014355463777,-0.32763405357026015,-0.018878388980258433
-0.09659014355463777,-0.32263405357026015,-0.018878388980258433
-0.09159014355463777,-0.31763405357026014,-0.018878388980258433
-0.08659014355463776,-0.31263405357026014,-0.018878388980258433
-0.08159014355463777,-0.30763405357026014,-0.018878388980258433
-0.07659014355463777,-0.3026340535702602,-0.018878388980258433
-0.07159014355463778,-0.2976340535702602,-0.018878388980258433
0.1712040539727967,-0.0989673603890514,0.002839106310095686
