Principal Component 1,Principal Component 2
0.4645456540879138,0.21352579690640355
0.48562082088886505,0.24439949237453346
0.4614349796476863,0.20589591767523213
0.45671274512077265,0.1977831265073106
0.4751394603549619,0.22563061696163317
0.4473908153839108,0.18648468451983008
0.4621860918170676,0.21337688827844853
0.4868868800649102,0.24436026386526527
-0.5534116103606395,0.06996313481339417
-0.5943725549556156,0.11183238037696125
-0.618338189264094,0.14180860275715707
-0.6267831971333071,0.14388467359789137
-0.555871386403755,0.0719583270945548
-0.5947185173029413,0.12217575064835573
-0.6071647243504361,0.12658758804310716
-0.6631373692767192,0.17572152791056322
0.08869289209855905,-0.34450515500194595
0.09869289209855904,-0.33450515500194594
0.10369289209855904,-0.32950515500194594
0.10869289209855905,-0.32450515500194593
0.11369289209855904,-0.31950515500194593
0.11869289209855904,-0.3145051550019459
0.12369289209855905,-0.309505155001946
0.12869289209855905,-0.30450515500194597
0.3643369648929481,0.06065246768492555
