Principal Component 1,Principal Component 2
-0.48302968525658146,0.2273669724897049
-0.5031402399345327,0.25778010117151656
-0.4776330361370092,0.2183445048924198
-0.47218258014418363,0.20976691271317377
-0.49044044490902416,0.2376174276139293
-0.4651503361291207,0.1997927290624652
-0.4833919698475093,0.22884176734379175
-0.5028517118434452,0.25681302859908844
0.5356746132633483,0.08321410708562876
0.5770097690517966,0.12208396627238138
0.6011764948603695,0.1507380050896136
0.609517739350812,0.15403548646329962
0.5381258594391154,0.08536678206027548
0.5774340526864732,0.13193904185015892
0.5899484555554824,0.1356125999329968
0.6461058026973592,0.18413260203658982
-0.10729552589142705,-0.33230240311573095
-0.09729552589142705,-0.32230240311573094
-0.09229552589142705,-0.31730240311573094
-0.08729552589142704,-0.31230240311573093
-0.08229552589142705,-0.3073024031157309
-0.07729552589142705,-0.3023024031157309
-0.07229552589142704,-0.297302403115731
-0.06729552589142704,-0.29230240311573097
0.061191424428066465,-0.22502680975118822
